Country Name;Country Code;Indicator Name;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
St. Lucia;LCA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);19,44802973;;;;;16,97655007;;;;;14,36179792;14,40420799;14,79109908;14,85330826;14,33470058;14,00929929;;
Latin America & Caribbean;LCN;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);23,13258374;;;;;21,8227386;;;;;17,20863146;17,8309353;18,25839303;18,29734215;17,87422902;17,92843503;;
Least developed countries: UN classification;LDC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);48,73217692;;;;;48,46657982;;;;;48,22588282;49,76495096;50,32557265;50,55889582;49,37433963;49,01836255;;
Low income;LIC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);43,30788922;;;;;39,45498438;;;;;39,36180377;41,29788844;41,57277799;40,74960607;39,62882695;38,716685;;
Liechtenstein;LIE;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);30,71722048;;;;;30,41385172;;;;;26,85367452;27,10590215;27,96518221;28,14849492;27,96620125;27,92362221;;
Lower middle income;LMC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);51,8549485;;;;;53,49608004;;;;;52,35798071;52,42682656;53,43407839;55,08030048;55,96245641;57,28726706;;
Low & middle income;LMY;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);45,65973941;;;;;47,08538975;;;;;46,83171795;46,78185055;47,28157529;47,89593139;48,42148809;49,07815124;;
Lesotho;LSO;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);27,80416806;;;;;26,39929039;;;;;22,7534192;22,32359606;22,18348968;23,08287203;23,8663077;24,70117006;;
Late-demographic dividend;LTE;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);39,8493169;;;;;42,89664663;;;;;43,41888829;42,76688572;42,85095557;42,68816459;43,40240648;43,76245733;;
Lithuania;LTU;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);18,48781706;;;;;17,4990803;;;;;18,7971457;18,69884361;16,88664606;18,50825871;18,94196512;19,06499459;;
Luxembourg;LUX;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);16,97141088;;;;;16,24854947;;;;;16,36504676;16,37103967;16,20486376;16,32351279;16,51841848;16,58784625;;
Latvia;LVA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);18,24626796;;;;;17,43835938;;;;;18,38863954;17,81409163;16,12200735;18,2766284;19,27617816;20,41799195;;
Macao SAR, China;MAC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
St. Martin (French part);MAF;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Morocco;MAR;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);21,71926621;;;;;21,34272111;;;;;19,77921702;18,99027151;18,69624536;19,963239;21,37583231;22,99104134;;
Monaco;MCO;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Moldova;MDA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);21,99469699;;;;;18,60683421;;;;;20,73523235;21,13791114;21,03083613;20,76655481;20,66418945;20,5543623;;
Madagascar;MDG;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);19,35995483;;;;;18,2877897;;;;;17,34748194;17,23861885;18,17180817;18,35847941;19,09647319;19,67682043;;
Maldives;MDV;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);30,29161728;;;;;31,61021199;;;;;25,0998534;24,73152335;25,7814608;27,66795405;28,42403633;29,05613639;;
Middle East & North Africa;MEA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);51,29791617;;;;;49,59504376;;;;;61,88409936;60,88050398;61,14522698;61,0279313;60,70473578;60,98788922;;
Mexico;MEX;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);28,90617401;;;;;26,01751822;;;;;20,24403003;20,55218688;21,57759745;20,74051439;20,44662996;20,23982419;;
Marshall Islands;MHL;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);12,91087609;;;;;12,50873445;;;;;12,06338901;11,62965038;11,41086389;11,54343274;11,92971051;11,91659108;;
Middle income;MIC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);45,87612103;;;;;47,84296998;;;;;47,63319983;47,37960484;47,91375918;48,69991512;49,42640668;50,28109379;;
Macedonia, FYR;MKD;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);35,85635145;;;;;29,0470203;;;;;34,89951527;35,13390758;34,17353781;36,7426215;38,57433694;40,4789043;;
Mali;MLI;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);59,90442308;;;;;53,49259412;;;;;59,93972609;64,59120193;57,46155815;53,19781262;47,91998492;44,0063041;;
Malta;MLT;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);13,25441504;;;;;11,8289078;;;;;14,65019882;13,39748959;12,60269966;13,56580398;14,50619675;15,67337266;;
Myanmar;MMR;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);44,2287147;;;;;47,97633578;;;;;45,83475784;45,86618325;48,24699239;51,1050149;52,44929971;54,38812189;;
Middle East & North Africa (excluding high income);MNA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);48,4001532;;;;;46,42795843;;;;;56,44156876;55,19023934;54,83154445;55,73527652;56,40691047;57,71596978;;
Montenegro;MNE;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);18,48868534;;;;;17,23125088;;;;;21,12891688;21,05196721;20,60699749;21,80198912;22,53063554;23,35266451;;
Mongolia;MNG;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);19,16057328;;;;;18,44796593;;;;;20,26620645;20,33276672;21,64073889;22,17840935;22,93014116;23,59317989;;
Northern Mariana Islands;MNP;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);11,09447199;;;;;11,96434107;;;;;10,81357056;10,25166502;10,52560465;10,85885098;11,22076588;11,89636917;;
Mozambique;MOZ;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);22,83011027;;;;;22,57308851;;;;;19,78419686;20,05463693;20,09680525;19,97027755;19,82030792;19,53856529;;
Mauritania;MRT;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);94,98384277;;;;;64,99106496;;;;;74,37039219;79,19338972;79,45892935;83,47879591;82,94711207;85,08515449;;
Mauritius;MUS;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);18,12599683;;;;;18,70750843;;;;;13,63747442;13,75478499;14,00774073;14,48532747;14,61418025;14,95404587;;
Malawi;MWI;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);29,20882033;;;;;29,43248757;;;;;26,67043623;27,85564969;27,80368186;27,71110823;26,62499698;25,72702911;;
Malaysia;MYS;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);15,90752898;;;;;19,81326962;;;;;15,27235986;15,43987084;15,6245;16,07241052;15,53289658;15,55640978;;
North America;NAC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);10,4139048;;;;;10,19383119;;;;;8,482985946;8,519528482;8,539994606;8,406661398;8,372758906;8,314416822;;
Namibia;NAM;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);27,24717727;;;;;25,626632;;;;;22,85712891;22,74033593;22,81290125;21,88508035;21,79781899;21,44459626;;
New Caledonia;NCL;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Niger;NER;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);128,5868795;;;;;112,1220277;;;;;115,7110887;118,0413822;102,7970275;83,43617384;71,8987133;62,74462018;;
Nigeria;NGA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);74,46911257;;;;;59,9543648;;;;;51,49055496;53,32699384;50,04470235;46,3640407;41,56874429;37,95728931;;
Nicaragua;NIC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);34,37261799;;;;;32,15238718;;;;;22,83719911;25,23396016;28,76908764;29,27403914;28,24734132;27,3819724;;
Netherlands;NLD;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);15,77620866;;;;;15,22863719;;;;;15,31200608;15,32815145;14,71174775;14,85681167;14,8193533;14,63752206;;
Norway;NOR;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);9,578694148;;;;;8,811774721;;;;;8,939273026;8,652098488;8,573063903;8,688303453;8,875483039;9,07633792;;
Nepal;NPL;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);56,26103336;;;;;60,33007887;;;;;62,82528597;63,42531062;64,84943732;70,56756508;71,87285903;74,99780697;;
Nauru;NRU;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
New Zealand;NZL;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);6,234678209;;;;;6,09778713;;;;;5,417376081;5,407680071;5,480345171;5,454583943;5,516300044;5,546610811;;
OECD members;OED;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);15,77377775;;;;;15,15639941;;;;;14,42183105;14,28088698;14,24352931;14,56701021;14,87198781;15,1763425;;
Oman;OMN;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);66,1496464;;;;;57,3054773;;;;;55,28050192;57,03160813;59,66789327;57,40360315;55,16104736;53,28119972;;
Other small states;OSS;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);32,95652012;;;;;30,57060697;;;;;35,27207588;35,28901637;36,46179593;36,7111125;36,2043764;36,4810696;;
Pakistan;PAK;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);69,59438048;;;;;63,87646024;;;;;61,4352519;63,65615362;63,33179486;64,32483882;64,27980551;64,95375677;;
Panama;PAN;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);16,300258;;;;;14,13570391;;;;;10,21139384;10,43768676;11,04324562;12,3297075;12,28873475;13,19621425;;
Peru;PER;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);35,44074464;;;;;41,01236026;;;;;27,81107988;29,95468034;29,54095796;29,42035375;28,41137653;27,8233501;;
Philippines;PHL;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);25,22602241;;;;;28,04409122;;;;;23,54847286;23,55810712;23,28472423;23,94319453;23,5015133;23,48713422;;
Palau;PLW;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Papua New Guinea;PNG;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);15,81178177;;;;;13,75353959;;;;;11,53065949;13,01693625;13,82193084;14,37039306;14,00465877;13,85807071;;
Poland;POL;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);26,31275504;;;;;25,14018606;;;;;27,45652408;26,96348745;24,37963541;24,69330345;24,80509571;24,28187517;;
Pre-demographic dividend;PRE;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);52,19685648;;;;;45,36723686;;;;;44,31719316;45,9522809;45,14048789;42,73222776;40,27958701;38,2847463;;
Puerto Rico;PRI;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);25,27062347;;;;;19,14956554;;;;;17,35901029;14,54164833;19,26466145;20,04350638;15,99021676;17,84794151;;
Korea, Dem. People’s Rep.;PRK;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);30,96057371;;;;;31,99747762;;;;;31,36987266;29,67117197;30,47143143;31,76718291;33,03288697;34,08883481;;
Portugal;PRT;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);9,672494205;;;;;9,927760688;;;;;9,493221426;9,362022584;9,422271123;9,415763548;9,646636615;9,760644322;;
Paraguay;PRY;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);22,99004727;;;;;23,33701693;;;;;17,48071848;18,24905699;16,33564052;16,17969819;15,30114462;14,853318;;
West Bank and Gaza;PSE;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);17,04205406;;;;;16,42383925;;;;;18,20988627;17,7682129;17,86181344;18,56557294;19,51375876;20,60740486;;
Pacific island small states;PSS;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);7,992653197;;;;;8,556641665;;;;;6,290072767;6,124311748;6,318534932;6,74809503;6,524452369;6,986900671;;
Post-demographic dividend;PST;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);13,5978442;;;;;13,10822605;;;;;12,42878804;12,23759959;12,26216433;12,54316365;12,80747664;13,07855364;;
French Polynesia;PYF;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Qatar;QAT;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);105,6448713;;;;;102,5636164;;;;;121,9233238;112,0979824;120,3856139;115,6032858;107,2304966;107,3089368;;
Romania;ROU;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);21,16136449;;;;;17,33271578;;;;;20,26638418;20,04427641;19,14829605;19,09981128;19,43552428;19,57866345;;
Russian Federation;RUS;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);15,32830162;;;;;15,01957972;;;;;16,61893771;16,06101824;15,47182243;16,00776317;16,25309454;16,63374961;;
Rwanda;RWA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);53,74521954;;;;;48,68999583;;;;;44,42371899;49,16258942;52,83209046;53,80575734;51,90882253;49,71362154;;
South Asia;SAS;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);62,08017271;;;;;65,93455292;;;;;65,1081722;64,8808451;66,56399917;69,44601338;71,28838084;73,62913957;;
Saudi Arabia;SAU;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);92,91276008;;;;;92,63566227;;;;;129,684429;130,5685793;135,5539629;125,7091594;115,8722779;106,1617369;;
Sudan;SDN;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);57,13961652;;;;;55,47293842;;;;;56,2293953;57,41440013;58,81493819;54,75282801;52,4613465;50,04764327;;
Senegal;SEN;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);41,08928332;;;;;29,16028095;;;;;31,98207601;33,1630803;33,45035793;36,04783508;35,95564574;37,57020675;;
Singapore;SGP;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);19,17276677;;;;;26,71651782;;;;;18,34036809;17,8787401;18,30800517;18,92521736;18,0980605;18,73785053;;
Solomon Islands;SLB;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);7,209289957;;;;;8,378956894;;;;;5,935660007;5,756667894;5,888301937;6,292036286;6,175357034;6,579329957;;
Sierra Leone;SLE;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);25,71070039;;;;;22,26966599;;;;;25,32717927;27,33857351;27,33178726;25,08915609;22,11248767;19,29960911;;
El Salvador;SLV;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);42,83783835;;;;;38,68068909;;;;;31,35037865;33,42626952;37,90474923;36,6246429;36,78758485;37,0047886;;
San Marino;SMR;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Somalia;SOM;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);22,45903897;;;;;19,49512131;;;;;19,6777248;20,40024523;20,73791133;20,31408253;20,02949885;19,83625362;;
Serbia;SRB;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);19,64217277;;;;;17,01984292;;;;;20,065764;19,71190016;19,22166344;19,86840969;20,626713;21,43664968;;
Sub-Saharan Africa (excluding high income);SSA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);48,22891105;;;;;42,04205435;;;;;39,69643895;41,52864783;41,2343846;39,44772757;37,62139293;36,06597386;;
South Sudan;SSD;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);42,66622268;;;;;34,67819553;;;;;36,05253667;36,88641227;38,31856543;35,37149581;33,95689759;32,43740893;;
Sub-Saharan Africa;SSF;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);48,22539377;;;;;42,03965279;;;;;39,69399907;41,52618008;41,23195066;39,44544608;37,61921005;36,06385096;;
Small states;SST;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);28,82662534;;;;;26,59424024;;;;;29,31432;29,52718781;30,66950037;31,12469013;30,75827362;31,06958449;;
Sao Tome and Principe;STP;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);15,9390288;;;;;15,70650167;;;;;13,26901676;12,85192383;13,23055431;13,37334295;13,52002205;13,88673949;;
Suriname;SUR;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);28,37746754;;;;;17,45827413;;;;;14,97340567;17,31935325;18,76837887;20,0391847;19,25716093;18,47176015;;
Slovak Republic;SVK;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);21,65568172;;;;;20,11395252;;;;;20,30102663;19,50988629;18,89444644;19,02211439;19,76513025;20,52367065;;
Slovenia;SVN;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);16,7514591;;;;;16,64573194;;;;;15,8317535;15,1509698;15,82938019;17,21888038;18,74940754;20,3499567;;
Sweden;SWE;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);5,918966093;;;;;5,386457219;;;;;5,439519683;5,286282462;5,164744765;5,578642747;5,860588073;6,241379908;;
Swaziland;SWZ;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);27,67481028;;;;;26,47072414;;;;;22,30149211;21,98468072;21,85809882;21,52643672;21,65751713;21,60860671;;
Sint Maarten (Dutch part);SXM;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Seychelles;SYC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);19,19024452;;;;;19,87310249;;;;;15,85956686;16,08787201;15,69548931;15,29388678;14,23870465;13,21491539;;
Syrian Arab Republic;SYR;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);32,38165925;;;;;31,19540479;;;;;41,20963858;38,2568277;37,58778455;38,44399394;39,87796922;41,56628282;;
Turks and Caicos Islands;TCA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Chad;TCD;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);63,864809;;;;;58,99097253;;;;;56,34271414;56,98399537;56,18013134;52,96224759;49,32116669;46,05858564;;
East Asia & Pacific (IDA & IBRD countries);TEA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);43,16700149;;;;;47,10457849;;;;;46,84125769;46,14655484;46,35647239;46,21056396;46,90867158;47,24955809;;
Europe & Central Asia (IDA & IBRD countries);TEC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);22,64023084;;;;;20,60897463;;;;;23,57970662;23,13655414;22,45163405;23,26014689;24,08749487;24,76551849;;
Togo;TGO;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);54,17402175;;;;;41,04037681;;;;;38,93953654;42,2918872;42,56605449;38,578161;35,46667226;32,67724465;;
Thailand;THA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);23,83641492;;;;;24,82432084;;;;;22,4831196;22,96999021;23,91713546;25,06966768;25,50889131;26,35272294;;
Tajikistan;TJK;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);62,68557131;;;;;44,59026932;;;;;49,14688896;48,25457778;49,42019407;47,85776126;50,26626445;50,02908375;;
Turkmenistan;TKM;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);35,16615995;;;;;20,7456506;;;;;29,71419456;27,37161185;27,91993298;28,34641859;30,01445488;31,29449247;;
Latin America & the Caribbean (IDA & IBRD countries);TLA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);23,15145309;;;;;21,86954567;;;;;17,2464502;17,88468933;18,26452562;18,2916488;17,88359276;17,93191134;;
Timor-Leste;TLS;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);20,2650325;;;;;20,03113402;;;;;18,98310519;18,57302387;18,80759594;19,07008493;18,84312794;18,89846158;;
Middle East & North Africa (IDA & IBRD countries);TMN;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);48,72972961;;;;;46,75645771;;;;;56,88074241;55,62516205;55,26627746;56,17747877;56,85100173;58,16800036;;
Tonga;TON;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);4,912410469;;;;;4,921047413;;;;;3,860327773;3,8447872;3,941637049;3,958598911;4,00741979;4,025835246;;
South Asia (IDA & IBRD);TSA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);62,08017271;;;;;65,93455292;;;;;65,1081722;64,8808451;66,56399917;69,44601338;71,28838084;73,62913957;;
Sub-Saharan Africa (IDA & IBRD countries);TSS;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);48,22539377;;;;;42,03965279;;;;;39,69399907;41,52618008;41,23195066;39,44544608;37,61921005;36,06385096;;
Trinidad and Tobago;TTO;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);19,36819898;;;;;14,96919491;;;;;12,30940653;12,3866188;12,57351404;13,45339432;13,6742168;14,19016577;;
Tunisia;TUN;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);35,63074866;;;;;28,42592133;;;;;35,46951134;34,06860937;33,5848041;35,8733935;39,94465035;44,79266297;;
Turkey;TUR;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);30,20196812;;;;;27,72502235;;;;;32,58038949;32,17541917;30,32573179;33,05244142;34,71083264;36,40911573;;
Tuvalu;TUV;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Tanzania;TZA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);22,3307224;;;;;21,19967195;;;;;20,97758391;22,26841473;23,43379388;23,71618037;23,46443391;23,3161196;;
Uganda;UGA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);60,33844316;;;;;55,87116702;;;;;52,93622077;58,3384383;62,15583877;62,35162135;61,38177704;60,30064052;;
Ukraine;UKR;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);20,10004293;;;;;17,52994525;;;;;19,26267236;18,88916722;18,624524;18,5239988;18,77806422;18,87843558;;
Upper middle income;UMC;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);39,76270926;;;;;41,79106297;;;;;42,35185315;41,69260495;41,64732583;41,40523279;41,90178676;42,15894618;;
Uruguay;URY;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);13,34609428;;;;;11,90038618;;;;;11,79822738;11,71212643;11,7851818;11,51587296;11,55973144;11,48844431;;
United States;USA;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);10,69614995;;;;;10,42095153;;;;;8,612684033;8,645929285;8,672523993;8,527836686;8,498542509;8,441199408;;
Uzbekistan;UZB;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);40,03542658;;;;;32,90754344;;;;;37,17892285;36,02108436;37,2633721;37,03105241;38,86930487;39,67064264;;
St. Vincent and the Grenadines;VCT;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);19,25655406;;;;;16,53352661;;;;;13,71523811;13,87441507;14,00961444;14,46733089;14,38980801;14,25163381;;
Venezuela, RB;VEN;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);32,56406277;;;;;28,83724613;;;;;22,70146132;24,06834584;23,72396269;24,72625968;23,70766924;23,75584614;;
British Virgin Islands;VGB;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);VIR;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);20,5417515;;;;;17,58792998;;;;;15,41223416;14,19256041;16,59343704;17,28896178;15,13509678;16,34224251;;
Vietnam;VNM;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);27,10273002;;;;;29,26508763;;;;;26,74200298;27,2174201;27,40096879;27,82269556;27,98099513;28,2516555;;
Vanuatu;VUT;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);10,3989398;;;;;11,05325636;;;;;7,823974124;7,539335132;7,807014151;8,374241513;7,894044215;8,52410314;;
World;WLD;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);40,45669888;;;;;41,77752741;;;;;41,84191554;41,82458627;42,39070325;42,86235731;43,40355766;43,98356938;;
Samoa;WSM;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);4,382477465;;;;;4,401894172;;;;;3,43679189;3,328331706;3,402011158;3,523564605;3,675986518;3,807434895;;
Kosovo;XKX;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);;;;;;;;;;;;;;;;;;
Yemen, Rep.;YEM;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);54,69014226;;;;;43,3594004;;;;;50,77816167;55,45163692;62,52082537;59,29191402;55,86922535;52,8289507;;
South Africa;ZAF;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);37,03792007;;;;;35,85010894;;;;;29,74660453;29,44541894;29,1653805;29,113548;29,43778161;29,6286252;;
Zambia;ZMB;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);30,88282852;;;;;28,33716731;;;;;26,54120291;27,37494104;27,87280634;27,60718919;27,16620177;26,74664908;;
Zimbabwe;ZWE;PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);25,25154114;;;;;25,48018572;;;;;22,56324999;23,51667545;23,44662846;23,55056098;23,06220603;22,86952366;;
